left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
1.0,0.0,8.0,218.0,213.0,1,16,13,204,103.4,115.1,127,61.7,6.0,0.0,16.0,47.0,34.0,6,6,6,891,136.6,95.6,125,66.9,0
15.0,0.0,15.0,230.0,270.0,15,9,4,97,103.7,140.8,148,74.8,16.0,3.0,23.0,71.0,9.0,3,3,16,696,127.6,106.3,129,75.9,0
16.0,0.0,112.0,216.0,215.0,16,16,16,299,81.5,193.3,98,56.3,16.0,0.0,121.0,216.0,97.0,16,16,7,409,164.6,66.3,125,56.1,0
10.0,0.0,108.0,26.0,86.0,10,13,10,388,118.3,116.1,138,67.8,18.0,8.0,21.0,13.0,52.0,3,18,2,130,130.8,108.0,121,79.7,1
7.0,6.0,25.0,21.0,216.0,7,7,16,500,137.9,79.9,147,68.4,11.0,17.0,93.0,216.0,84.0,11,16,11,618,101.8,127.9,169,85.3,0
1.0,0.0,36.0,296.0,79.0,1,1,11,588,127.7,85.7,127,71.4,11.0,9.0,95.0,235.0,81.0,11,9,6,623,133.9,96.7,129,87.3,0
14.0,2.0,97.0,52.0,245.0,14,2,14,88,123.6,86.0,171,76.2,13.0,0.0,147.0,26.0,61.0,15,13,5,531,92.6,138.1,189,54.2,1
4.0,0.0,134.0,133.0,293.0,4,12,4,466,144.0,98.0,110,82.9,4.0,17.0,137.0,153.0,62.0,4,17,4,81,148.7,113.4,89,75.9,1
5.0,0.0,14.0,164.0,273.0,5,5,4,683,116.5,108.0,153,77.8,16.0,0.0,112.0,218.0,216.0,16,16,16,438,116.8,124.4,127,70.3,1
1.0,17.0,8.0,41.0,139.0,1,1,17,413,105.2,150.9,134,85.2,18.0,12.0,105.0,249.0,131.0,15,18,12,131,104.7,114.0,179,93.0,0
13.0,3.0,21.0,262.0,101.0,3,13,8,780,136.8,104.2,114,79.8,10.0,0.0,36.0,143.0,258.0,1,10,6,754,126.9,114.6,121,86.5,1
3.0,0.0,21.0,13.0,270.0,3,18,4,706,119.7,136.8,114,85.5,12.0,8.0,75.0,279.0,9.0,12,12,16,144,113.2,143.6,122,70.7,1
4.0,0.0,137.0,270.0,273.0,4,4,4,417,91.6,157.1,142,85.2,18.0,4.0,7.0,273.0,285.0,18,4,18,170,101.7,94.1,164,60.3,0
18.0,11.0,93.0,125.0,244.0,11,18,14,260,123.0,108.6,136,86.4,18.0,0.0,139.0,13.0,52.0,18,18,2,367,131.5,126.3,102,70.7,1
4.0,10.0,134.0,293.0,262.0,4,4,13,101,123.3,130.1,113,84.3,1.0,0.0,141.0,41.0,1.0,18,1,14,617,143.2,84.3,129,53.4,0
6.0,8.0,16.0,101.0,31.0,6,8,8,145,135.2,106.2,115,69.6,13.0,0.0,40.0,291.0,86.0,9,16,10,351,113.4,119.6,146,80.6,1
4.0,8.0,134.0,78.0,273.0,4,8,4,145,136.2,104.7,115,84.1,4.0,8.0,134.0,2.0,62.0,4,8,4,587,127.9,111.4,123,89.3,0
10.0,2.0,29.0,143.0,104.0,2,10,2,274,125.2,78.1,157,65.2,10.0,14.0,1.0,192.0,245.0,14,10,14,70,137.8,84.3,139,69.0,0
10.0,6.0,32.0,81.0,111.0,6,6,10,286,150.6,97.3,101,66.4,9.0,3.0,119.0,176.0,230.0,9,9,9,487,119.5,103.5,152,81.7,1
1.0,8.0,8.0,81.0,4.0,1,6,8,166,101.9,161.2,134,83.2,14.0,2.0,97.0,55.0,1.0,14,2,14,89,117.3,111.3,146,74.5,0
9.0,2.0,129.0,218.0,230.0,2,16,9,442,121.2,146.4,104,85.0,18.0,0.0,86.0,175.0,113.0,13,18,14,224,132.9,103.2,123,56.0,1
15.0,0.0,15.0,205.0,58.0,15,15,5,857,123.2,115.3,127,62.8,13.0,0.0,129.0,218.0,137.0,2,16,12,327,110.1,110.1,142,81.7,0
5.0,17.0,28.0,187.0,99.0,5,5,17,958,104.2,134.4,149,86.2,13.0,0.0,129.0,4.0,131.0,2,8,12,352,115.6,142.2,117,75.9,1
10.0,13.0,89.0,82.0,276.0,10,11,10,930,129.9,115.5,115,67.1,3.0,12.0,74.0,19.0,71.0,12,12,3,996,125.2,84.9,149,72.2,0
10.0,14.0,1.0,245.0,164.0,14,14,5,44,122.6,114.9,130,70.7,9.0,0.0,84.0,201.0,230.0,9,15,9,972,121.0,131.2,117,74.2,0
9.0,0.0,119.0,230.0,55.0,9,9,2,563,112.2,168.3,106,81.4,12.0,18.0,102.0,260.0,26.0,12,18,13,364,108.6,113.2,167,84.2,1
15.0,9.0,4.0,230.0,200.0,9,9,15,720,144.8,106.3,99,56.8,18.0,0.0,14.0,11.0,61.0,5,18,5,729,124.8,115.4,123,63.5,1
17.0,0.0,92.0,161.0,297.0,17,17,4,601,124.9,140.2,102,68.2,14.0,13.0,95.0,188.0,245.0,11,14,14,945,134.9,106.5,115,77.7,1
16.0,18.0,93.0,216.0,127.0,11,16,18,139,126.1,128.4,109,61.2,13.0,0.0,14.0,293.0,61.0,5,4,5,301,112.7,115.2,153,68.1,1
10.0,3.0,4.0,180.0,227.0,9,3,10,842,117.2,100.8,162,67.9,1.0,17.0,8.0,296.0,253.0,1,1,16,632,135.9,121.2,100,72.8,0
10.0,0.0,136.0,143.0,34.0,10,10,6,673,119.2,95.0,165,82.2,2.0,0.0,119.0,104.0,245.0,9,2,14,571,157.9,86.9,103,67.0,1
13.0,0.0,129.0,260.0,111.0,2,18,10,676,116.6,122.9,134,78.9,17.0,15.0,15.0,64.0,58.0,15,17,5,385,120.5,119.4,129,74.7,0
18.0,16.0,7.0,191.0,215.0,18,16,16,222,109.3,141.6,133,72.0,6.0,0.0,97.0,26.0,34.0,14,13,6,539,141.0,99.8,113,63.5,1
11.0,2.0,95.0,52.0,84.0,11,2,11,553,133.9,94.8,132,72.9,16.0,10.0,1.0,218.0,111.0,14,16,10,346,106.3,139.0,143,89.7,1
7.0,0.0,25.0,287.0,248.0,7,7,10,351,113.4,119.6,146,82.5,11.0,16.0,95.0,32.0,220.0,11,3,16,464,126.8,105.5,132,77.9,0
12.0,8.0,75.0,279.0,9.0,12,12,16,144,113.2,143.6,122,70.7,18.0,0.0,36.0,13.0,296.0,1,18,1,502,123.8,99.4,147,86.1,0
10.0,14.0,4.0,111.0,104.0,9,10,2,591,110.4,102.0,181,83.9,10.0,0.0,136.0,111.0,245.0,10,10,14,114,125.0,121.7,117,65.6,1
5.0,0.0,14.0,201.0,26.0,5,15,13,927,113.1,156.9,111,85.3,4.0,10.0,134.0,273.0,176.0,4,4,9,479,129.2,143.2,93,61.6,0
18.0,0.0,139.0,48.0,131.0,18,18,12,693,134.4,110.5,111,55.7,18.0,2.0,123.0,172.0,224.0,2,2,18,342,144.5,96.9,110,71.1,1
15.0,8.0,23.0,101.0,5.0,3,8,8,249,102.4,165.0,129,74.5,10.0,3.0,4.0,180.0,227.0,9,3,10,842,117.2,100.8,162,67.9,0
10.0,0.0,136.0,192.0,52.0,10,10,2,455,130.2,101.2,130,67.4,13.0,8.0,11.0,78.0,215.0,10,8,16,733,137.3,96.8,122,60.5,0
7.0,6.0,31.0,23.0,21.0,7,7,7,257,144.4,90.8,118,72.2,13.0,0.0,93.0,26.0,276.0,11,13,10,820,107.5,110.7,175,80.6,1
18.0,0.0,142.0,127.0,24.0,18,18,12,594,96.7,98.8,240,73.9,18.0,0.0,139.0,13.0,141.0,18,18,13,134,119.0,97.2,163,77.3,1
4.0,17.0,137.0,153.0,62.0,4,17,4,81,148.7,113.4,89,75.9,18.0,12.0,75.0,137.0,79.0,12,12,11,87,102.9,133.8,158,83.8,1
5.0,8.0,28.0,205.0,58.0,5,15,5,176,110.6,150.0,122,88.0,11.0,0.0,116.0,226.0,52.0,11,11,2,328,148.7,78.1,120,61.6,1
3.0,0.0,21.0,13.0,270.0,3,18,4,706,119.7,136.8,114,85.5,12.0,15.0,15.0,137.0,200.0,15,12,15,866,129.0,114.1,118,60.4,1
4.0,10.0,134.0,273.0,176.0,4,4,9,479,129.2,143.2,93,61.6,10.0,5.0,4.0,164.0,227.0,9,5,10,756,116.8,132.3,124,73.2,0
1.0,0.0,141.0,41.0,1.0,18,1,14,617,143.2,84.3,129,53.4,1.0,8.0,3.0,7.0,148.0,8,8,1,284,130.3,107.8,122,63.4,0
12.0,0.0,75.0,19.0,137.0,12,12,12,471,137.2,124.1,96,63.0,10.0,14.0,1.0,192.0,245.0,14,10,14,70,137.8,84.3,139,69.0,1
13.0,0.0,40.0,291.0,86.0,9,16,10,351,113.4,119.6,146,80.6,15.0,0.0,15.0,230.0,200.0,15,9,15,678,117.6,124.5,130,58.6,0
10.0,0.0,89.0,279.0,120.0,10,12,6,763,131.6,119.9,108,64.6,18.0,12.0,75.0,137.0,146.0,12,12,18,91,119.7,166.0,94,68.5,0
10.0,14.0,1.0,192.0,245.0,14,10,14,70,137.8,84.3,139,69.0,16.0,11.0,5.0,9.0,60.0,2,16,11,247,121.1,112.7,136,55.5,1
18.0,11.0,95.0,26.0,82.0,11,13,11,423,114.4,102.5,167,91.6,17.0,5.0,28.0,139.0,187.0,5,17,5,303,125.9,121.2,117,77.4,0
13.0,6.0,119.0,258.0,251.0,9,6,13,760,130.4,85.6,154,78.6,13.0,0.0,130.0,276.0,122.0,13,10,13,128,125.1,118.9,120,66.4,1
2.0,8.0,29.0,78.0,104.0,2,8,2,198,143.5,80.9,134,62.5,10.0,0.0,136.0,26.0,227.0,10,13,10,650,105.0,101.7,136,59.0,1
1.0,8.0,8.0,81.0,4.0,1,6,8,166,101.9,161.2,134,83.2,10.0,2.0,83.0,172.0,105.0,10,2,10,908,141.6,95.0,118,72.1,1
10.0,12.0,102.0,137.0,86.0,12,12,10,460,117.9,111.4,143,80.7,10.0,14.0,136.0,192.0,245.0,10,10,14,1,111.8,105.9,120,58.7,1
6.0,0.0,97.0,26.0,34.0,14,13,6,539,141.0,99.8,113,63.5,6.0,2.0,129.0,34.0,81.0,2,6,6,892,136.6,97.8,121,82.4,1
13.0,6.0,119.0,258.0,251.0,9,6,13,760,130.4,85.6,154,78.6,10.0,6.0,89.0,4.0,15.0,10,8,6,724,129.6,106.9,124,65.2,1
2.0,8.0,123.0,55.0,4.0,2,2,8,630,92.3,149.2,176,91.8,14.0,2.0,99.0,52.0,13.0,14,2,18,452,118.5,136.5,117,85.8,1
5.0,0.0,136.0,111.0,77.0,10,10,5,764,116.9,155.4,105,66.5,3.0,6.0,23.0,71.0,34.0,3,3,6,783,115.5,134.8,124,85.7,0
3.0,12.0,21.0,19.0,71.0,3,12,3,997,123.1,97.7,151,82.5,13.0,0.0,20.0,26.0,184.0,6,13,2,832,111.0,141.7,128,78.6,0
18.0,1.0,8.0,285.0,40.0,1,18,18,752,97.9,176.1,133,88.6,1.0,0.0,36.0,296.0,4.0,1,1,8,402,127.7,88.0,155,79.9,1
7.0,13.0,77.0,95.0,55.0,7,7,2,668,135.0,98.0,125,74.5,13.0,8.0,3.0,101.0,47.0,8,8,6,628,134.3,94.1,132,63.8,0
13.0,8.0,106.0,31.0,101.0,13,8,8,397,131.9,91.6,135,76.5,4.0,9.0,4.0,273.0,176.0,9,4,9,479,133.6,123.0,102,69.3,1
18.0,9.0,40.0,171.0,131.0,9,9,12,592,109.2,125.2,135,78.8,13.0,8.0,143.0,7.0,4.0,8,8,8,17,110.9,100.8,147,65.0,1
16.0,0.0,129.0,253.0,79.0,2,16,11,745,144.6,92.0,117,63.5,6.0,12.0,7.0,133.0,34.0,18,12,6,740,136.8,87.9,135,60.5,1
16.0,3.0,23.0,71.0,9.0,3,3,16,696,127.6,106.3,129,75.9,3.0,8.0,23.0,101.0,180.0,3,8,3,373,142.9,92.6,117,69.9,1
10.0,12.0,102.0,131.0,86.0,12,12,10,459,109.2,100.8,142,58.5,18.0,15.0,15.0,205.0,285.0,15,15,18,79,104.2,95.0,186,66.6,0
18.0,15.0,15.0,205.0,285.0,15,15,18,79,104.2,95.0,186,66.6,17.0,16.0,92.0,218.0,267.0,17,16,4,306,116.1,154.0,107,80.8,0
1.0,8.0,8.0,4.0,9.0,1,8,16,469,137.3,98.3,121,67.3,14.0,13.0,95.0,188.0,245.0,11,14,14,945,134.9,106.5,115,77.7,0
5.0,8.0,14.0,205.0,15.0,5,15,6,468,124.8,125.3,114,75.9,12.0,0.0,102.0,133.0,146.0,12,12,18,614,134.9,94.6,129,69.6,1
18.0,0.0,139.0,13.0,11.0,18,18,18,550,134.0,96.5,129,72.6,18.0,0.0,139.0,13.0,52.0,18,18,2,367,131.5,126.3,102,70.7,1
18.0,9.0,40.0,171.0,131.0,9,9,12,592,109.2,125.2,135,78.8,6.0,0.0,32.0,34.0,38.0,6,6,2,620,156.5,84.8,106,75.8,1
18.0,0.0,119.0,125.0,131.0,9,18,12,160,123.3,118.0,124,91.8,6.0,17.0,32.0,270.0,230.0,6,4,9,448,145.8,95.6,110,77.9,0
16.0,0.0,112.0,216.0,215.0,16,16,16,299,81.5,193.3,98,56.3,2.0,3.0,21.0,55.0,26.0,3,2,13,634,121.0,109.2,140,82.6,1
16.0,0.0,112.0,216.0,215.0,16,16,16,299,81.5,193.3,98,56.3,16.0,2.0,121.0,38.0,253.0,16,2,16,248,130.2,109.4,121,63.9,0
5.0,0.0,14.0,164.0,273.0,5,5,4,683,116.5,108.0,153,77.8,6.0,18.0,20.0,11.0,276.0,6,18,10,128,127.8,123.1,111,80.7,1
5.0,0.0,130.0,86.0,77.0,13,10,5,684,104.2,112.6,145,50.5,4.0,0.0,134.0,133.0,293.0,4,12,4,466,144.0,98.0,110,82.9,0
18.0,16.0,7.0,191.0,215.0,18,16,16,222,109.3,141.6,133,72.0,17.0,15.0,15.0,64.0,58.0,15,17,5,385,120.5,119.4,129,74.7,1
13.0,0.0,5.0,251.0,61.0,2,13,5,294,125.2,80.7,178,59.5,9.0,0.0,84.0,201.0,230.0,9,15,9,972,121.0,131.2,117,74.2,0
14.0,2.0,97.0,55.0,1.0,14,2,14,89,117.3,111.3,146,74.5,11.0,2.0,95.0,52.0,84.0,11,2,11,552,133.6,87.4,142,71.9,0
7.0,0.0,77.0,21.0,270.0,7,7,4,157,132.2,108.3,117,80.6,7.0,0.0,25.0,95.0,52.0,7,7,2,726,136.6,89.5,134,68.5,1
6.0,0.0,87.0,218.0,34.0,6,16,6,532,125.2,85.7,164,48.2,7.0,18.0,77.0,245.0,182.0,7,14,7,721,135.6,117.4,103,70.2,1
5.0,0.0,130.0,52.0,58.0,13,2,5,209,127.7,84.0,142,48.0,18.0,1.0,8.0,285.0,40.0,1,18,18,752,97.9,176.1,133,88.6,0
17.0,0.0,92.0,161.0,297.0,17,17,4,601,124.9,140.2,102,68.2,16.0,18.0,93.0,216.0,127.0,11,16,18,139,126.1,128.4,109,61.2,0
7.0,0.0,77.0,52.0,97.0,7,2,7,909,106.7,93.3,152,64.5,3.0,9.0,4.0,32.0,230.0,9,3,9,887,143.6,97.3,112,81.2,1
16.0,17.0,124.0,216.0,297.0,4,16,4,476,96.8,200.0,119,73.5,6.0,0.0,20.0,47.0,23.0,6,6,7,106,142.5,121.4,91,70.3,1
17.0,0.0,134.0,65.0,258.0,4,17,6,809,121.5,107.8,141,87.3,12.0,0.0,4.0,137.0,238.0,9,12,1,583,124.1,119.3,122,69.9,1
16.0,18.0,36.0,253.0,9.0,1,16,16,141,135.5,121.0,100,70.6,9.0,2.0,129.0,218.0,230.0,2,16,9,442,121.2,146.4,104,85.0,1
15.0,9.0,4.0,230.0,200.0,9,9,15,720,144.8,106.3,99,56.8,6.0,0.0,87.0,26.0,34.0,6,13,6,538,110.3,107.8,170,52.4,0
18.0,0.0,7.0,48.0,296.0,18,18,1,99,143.9,115.0,93,62.7,16.0,0.0,121.0,253.0,215.0,16,16,16,524,114.3,105.0,135,55.0,1
4.0,12.0,134.0,273.0,24.0,4,4,12,479,129.2,143.2,93,61.6,13.0,0.0,129.0,4.0,131.0,2,8,12,352,115.6,142.2,117,75.9,1
14.0,8.0,3.0,188.0,230.0,8,14,9,169,121.8,115.7,130,68.9,18.0,8.0,7.0,4.0,285.0,18,8,18,458,100.8,163.0,120,78.1,0
17.0,9.0,40.0,230.0,191.0,9,9,16,1000,135.7,106.2,114,75.0,13.0,8.0,143.0,7.0,4.0,8,8,8,17,110.9,100.8,147,65.0,1
1.0,17.0,8.0,79.0,211.0,1,11,18,589,133.9,116.8,107,77.1,14.0,11.0,99.0,82.0,188.0,14,11,14,31,117.8,116.5,139,84.9,1
2.0,7.0,30.0,104.0,97.0,7,2,7,229,140.8,94.9,119,67.5,2.0,3.0,21.0,38.0,99.0,3,2,17,635,136.6,103.5,116,79.9,0
7.0,6.0,31.0,47.0,21.0,7,6,7,392,136.7,100.4,118,65.6,10.0,14.0,1.0,245.0,186.0,14,14,10,45,129.1,110.9,121,68.8,0
6.0,2.0,129.0,34.0,81.0,2,6,6,892,136.6,97.8,121,82.4,10.0,0.0,130.0,26.0,227.0,13,13,10,387,112.6,105.0,135,52.3,1
7.0,6.0,25.0,95.0,216.0,7,7,16,256,131.0,99.6,131,71.0,2.0,17.0,36.0,172.0,296.0,1,2,1,624,132.0,107.8,118,80.5,0
11.0,2.0,95.0,52.0,84.0,11,2,11,552,133.6,87.4,142,71.9,9.0,10.0,4.0,111.0,104.0,9,10,2,710,114.3,116.0,126,76.4,1
4.0,13.0,137.0,32.0,183.0,4,3,4,695,137.1,112.0,105,76.4,10.0,0.0,108.0,26.0,86.0,10,13,10,388,118.3,116.1,138,67.8,1
10.0,17.0,91.0,139.0,213.0,17,17,13,597,81.5,142.9,119,50.7,18.0,0.0,139.0,13.0,11.0,18,18,18,550,134.0,96.5,129,72.6,1
15.0,0.0,15.0,216.0,55.0,15,16,2,606,134.4,105.7,116,55.2,16.0,11.0,112.0,218.0,216.0,16,16,16,74,123.5,123.5,113,66.0,0
7.0,6.0,31.0,23.0,21.0,7,7,7,257,144.4,90.8,118,72.2,14.0,5.0,28.0,244.0,38.0,5,14,2,110,118.4,138.9,115,87.7,1
18.0,10.0,7.0,224.0,111.0,18,18,10,271,106.7,112.6,142,61.8,18.0,4.0,139.0,260.0,273.0,18,18,4,171,104.8,104.8,194,85.1,0
18.0,0.0,142.0,127.0,24.0,18,18,12,594,96.7,98.8,240,73.9,1.0,10.0,8.0,86.0,41.0,1,10,1,413,109.9,146.8,126,66.6,1
10.0,0.0,1.0,143.0,58.0,14,10,5,182,115.7,132.9,126,83.3,18.0,0.0,139.0,285.0,200.0,18,18,15,368,136.9,118.5,101,54.4,1
6.0,12.0,7.0,133.0,34.0,18,12,6,740,136.8,87.9,135,60.5,10.0,14.0,136.0,105.0,245.0,10,10,14,3,122.5,121.9,122,82.2,0
7.0,0.0,25.0,95.0,52.0,7,7,2,726,136.6,89.5,134,68.5,3.0,12.0,74.0,19.0,71.0,12,12,3,998,136.2,96.2,125,74.5,0
18.0,11.0,93.0,125.0,244.0,11,18,14,260,123.0,108.6,136,86.4,14.0,2.0,99.0,52.0,13.0,14,2,18,452,118.5,136.5,117,85.8,1
10.0,14.0,1.0,192.0,245.0,14,10,14,70,137.8,84.3,139,69.0,13.0,6.0,119.0,258.0,251.0,9,6,13,760,130.4,85.6,154,78.6,0
3.0,12.0,74.0,19.0,71.0,12,12,3,998,136.2,96.2,125,74.5,13.0,3.0,21.0,262.0,101.0,3,13,8,780,136.8,104.2,114,79.8,0
10.0,0.0,136.0,105.0,84.0,10,10,11,154,111.5,138.4,130,82.1,6.0,0.0,36.0,143.0,31.0,1,10,8,83,137.9,97.8,120,83.9,0
18.0,8.0,143.0,4.0,131.0,8,8,12,226,106.2,163.1,122,81.1,13.0,0.0,147.0,26.0,61.0,15,13,5,531,92.6,138.1,189,54.2,0
12.0,17.0,102.0,172.0,24.0,12,2,12,27,117.6,121.0,127,75.8,7.0,0.0,30.0,95.0,226.0,7,7,11,244,128.8,96.2,141,66.9,0
16.0,0.0,95.0,258.0,156.0,11,6,16,526,127.2,118.4,116,69.1,14.0,7.0,77.0,188.0,74.0,7,14,3,758,146.6,90.9,114,81.9,1
7.0,0.0,81.0,92.0,34.0,6,7,6,240,139.5,95.8,120,72.9,14.0,15.0,1.0,260.0,230.0,14,18,9,199,117.9,115.5,139,76.2,1
11.0,16.0,95.0,32.0,253.0,11,3,16,112,126.7,102.4,136,76.1,10.0,0.0,136.0,143.0,34.0,10,10,6,673,119.2,95.0,165,82.2,1
14.0,11.0,36.0,223.0,82.0,1,11,11,34,130.1,104.1,127,71.7,9.0,8.0,40.0,137.0,230.0,9,12,9,425,110.9,79.8,186,79.4,0
5.0,0.0,147.0,61.0,262.0,15,5,13,35,102.5,103.4,157,39.5,13.0,0.0,147.0,293.0,58.0,15,4,5,242,81.4,110.2,307,66.3,1
18.0,0.0,7.0,211.0,285.0,18,18,18,98,148.1,110.4,92,58.2,18.0,15.0,15.0,205.0,285.0,15,15,18,79,104.2,95.0,186,66.6,0
16.0,4.0,137.0,218.0,216.0,4,16,16,74,123.5,123.5,113,69.2,1.0,8.0,3.0,7.0,148.0,8,8,1,284,130.3,107.8,122,63.4,0
7.0,0.0,31.0,52.0,97.0,7,2,7,514,136.6,94.5,126,63.6,1.0,0.0,8.0,218.0,213.0,1,16,13,204,103.4,115.1,127,61.7,1
10.0,2.0,83.0,172.0,105.0,10,2,10,908,141.6,95.0,118,72.1,18.0,12.0,75.0,137.0,146.0,12,12,18,91,119.7,166.0,94,68.5,1
7.0,0.0,25.0,95.0,251.0,7,7,13,77,134.8,109.4,113,71.1,18.0,11.0,93.0,82.0,245.0,11,11,14,537,120.3,101.5,152,70.5,0
13.0,8.0,126.0,31.0,78.0,17,8,8,85,144.4,99.1,108,58.5,13.0,0.0,119.0,262.0,47.0,9,13,6,217,140.3,89.1,128,82.3,0
11.0,13.0,130.0,262.0,118.0,13,13,11,901,126.2,97.2,145,67.5,1.0,14.0,99.0,148.0,276.0,14,1,10,168,124.7,102.0,141,79.9,1
14.0,0.0,97.0,188.0,295.0,14,14,13,336,138.8,89.5,130,71.2,17.0,9.0,40.0,230.0,191.0,9,9,16,1000,135.7,106.2,114,75.0,0
15.0,0.0,13.0,204.0,262.0,4,15,13,386,140.8,131.6,86,47.8,2.0,0.0,123.0,55.0,187.0,2,2,5,510,140.9,89.3,126,58.0,1
18.0,11.0,93.0,13.0,253.0,11,18,16,195,111.3,112.0,161,88.9,6.0,0.0,16.0,258.0,154.0,6,6,1,870,128.2,119.8,113,68.4,1
9.0,7.0,77.0,95.0,230.0,7,7,9,609,151.4,106.9,91,67.4,3.0,0.0,21.0,13.0,295.0,3,18,13,148,126.0,111.0,127,83.5,0
13.0,0.0,147.0,293.0,58.0,15,4,5,242,81.4,110.2,307,66.3,10.0,14.0,99.0,287.0,144.0,14,7,10,407,143.1,114.9,95,80.4,0
1.0,8.0,8.0,4.0,9.0,1,8,16,469,137.3,98.3,121,67.3,13.0,0.0,114.0,79.0,216.0,16,11,16,206,104.8,111.0,183,85.5,1
12.0,17.0,102.0,172.0,24.0,12,2,12,27,117.6,121.0,127,75.8,5.0,17.0,28.0,187.0,43.0,5,5,11,959,107.3,136.3,143,88.3,1
18.0,0.0,142.0,127.0,24.0,18,18,12,594,96.7,98.8,240,73.9,4.0,10.0,134.0,273.0,176.0,4,4,9,479,129.2,143.2,93,61.6,1
10.0,2.0,83.0,172.0,105.0,10,2,10,908,141.6,95.0,118,72.1,13.0,0.0,129.0,260.0,111.0,2,18,10,676,116.6,122.9,134,78.9,0
16.0,11.0,112.0,218.0,216.0,16,16,16,74,123.5,123.5,113,66.0,10.0,6.0,89.0,4.0,15.0,10,8,6,724,129.6,106.9,124,65.2,0
2.0,12.0,75.0,19.0,104.0,12,12,2,215,135.5,110.7,110,66.6,10.0,13.0,89.0,82.0,276.0,10,11,10,929,119.3,121.8,129,71.8,1
2.0,0.0,29.0,104.0,187.0,2,2,5,53,123.0,113.2,131,61.7,6.0,0.0,87.0,218.0,34.0,6,16,6,532,125.2,85.7,164,48.2,1
10.0,0.0,89.0,279.0,120.0,10,12,6,763,131.6,119.9,108,64.6,6.0,14.0,97.0,47.0,4.0,14,6,8,215,135.5,110.7,110,73.5,1
17.0,14.0,92.0,114.0,113.0,17,17,14,965,116.0,102.5,120,53.4,1.0,8.0,8.0,4.0,41.0,1,8,1,414,140.0,83.0,137,65.6,1
13.0,8.0,3.0,101.0,47.0,8,8,6,628,134.3,94.1,132,63.8,1.0,8.0,36.0,296.0,191.0,1,1,16,416,109.1,143.3,131,86.5,0
16.0,17.0,112.0,253.0,43.0,16,16,11,805,119.4,169.8,92,68.3,5.0,0.0,136.0,58.0,200.0,10,5,15,669,103.4,113.4,119,53.0,0
18.0,15.0,139.0,260.0,200.0,18,18,15,199,113.4,120.9,143,67.2,15.0,0.0,15.0,205.0,213.0,15,15,13,96,87.4,126.9,142,55.2,1
2.0,14.0,97.0,13.0,230.0,14,18,9,904,131.6,106.6,121,80.7,10.0,0.0,36.0,143.0,258.0,1,10,6,754,126.9,114.6,121,86.5,0
13.0,3.0,21.0,262.0,101.0,3,13,8,780,136.8,104.2,114,79.8,1.0,17.0,8.0,296.0,253.0,1,1,16,632,135.9,121.2,100,72.8,1
10.0,0.0,108.0,111.0,86.0,10,10,10,811,124.7,108.5,133,66.5,18.0,14.0,1.0,224.0,246.0,14,18,14,73,110.1,139.9,132,86.0,0
18.0,16.0,139.0,260.0,9.0,18,18,16,564,113.9,132.0,130,67.2,1.0,8.0,38.0,4.0,41.0,8,8,1,666,133.0,84.5,150,63.4,1
10.0,0.0,108.0,111.0,82.0,10,10,11,812,133.5,97.7,129,66.0,16.0,3.0,23.0,156.0,52.0,3,16,2,697,130.2,113.4,116,66.2,0
13.0,0.0,4.0,52.0,61.0,9,2,5,295,119.8,98.4,158,68.3,4.0,0.0,124.0,293.0,52.0,4,4,2,404,134.1,91.1,137,65.8,1
4.0,0.0,134.0,293.0,230.0,4,4,9,243,130.9,110.1,118,79.4,13.0,0.0,29.0,172.0,191.0,2,2,16,53,118.9,115.9,136,61.3,1
1.0,6.0,16.0,258.0,148.0,6,6,1,794,129.3,112.7,119,71.0,16.0,11.0,95.0,253.0,60.0,11,16,11,75,122.9,127.3,117,67.1,0
16.0,8.0,143.0,9.0,71.0,8,16,3,567,160.6,81.4,106,64.3,5.0,0.0,14.0,273.0,77.0,5,4,5,682,105.0,107.6,168,76.5,1
18.0,15.0,105.0,260.0,191.0,15,18,16,121,132.2,121.8,104,79.7,10.0,0.0,136.0,111.0,52.0,10,10,2,512,136.6,94.5,126,65.6,1
4.0,0.0,137.0,38.0,276.0,4,2,10,181,127.4,106.8,129,77.8,13.0,0.0,86.0,277.0,297.0,13,13,4,474,148.7,88.4,115,52.5,0
7.0,0.0,25.0,92.0,213.0,7,7,13,5,127.1,109.1,127,70.9,18.0,0.0,139.0,260.0,230.0,18,18,9,818,154.0,89.6,105,55.3,1
14.0,0.0,79.0,26.0,227.0,1,13,10,569,121.7,114.6,132,57.1,13.0,0.0,119.0,262.0,47.0,9,13,6,217,140.3,89.1,128,82.3,0
13.0,0.0,4.0,4.0,213.0,9,8,13,424,133.9,99.9,124,64.1,12.0,15.0,15.0,19.0,205.0,15,12,15,124,142.2,101.5,109,53.5,0
