left_pokemon_type_1,left_pokemon_type_2,left_pokemon_fast_move,left_pokemon_charge_move_1,left_pokemon_charge_move_2,left_pokemon_fast_move_type,left_pokemon_charge_move_1_type,left_pokemon_charge_move_2_type,left_pokemon_dex,left_pokemon_attack,left_pokemon_defense,left_pokemon_stamina,left_pokemon_overall,right_pokemon_type_1,right_pokemon_type_2,right_pokemon_fast_move,right_pokemon_charge_move_1,right_pokemon_charge_move_2,right_pokemon_fast_move_type,right_pokemon_charge_move_1_type,right_pokemon_charge_move_2_type,right_pokemon_dex,right_pokemon_attack,right_pokemon_defense,right_pokemon_stamina,right_pokemon_overall,winner
electric,none,Acid,Discharge,Crunch,ghost,ice,steel,603,123.2,110.9,133,71.7,normal,none,Double Kick,Triple Axel,Focus Blast,rock,dark,rock,428,112.1,146.4,121,70.8,1
psychic,none,Zen Headbutt,Shadow Ball,Return,rock,dark,rock,325,117.6,115.1,140,40.1,fighting,none,Fury Cutter,Leaf Blade,Close Combat,ghost,ice,steel,865,145.9,107.4,98,83.1,0
fire,none,Karate Chop,Fire Punch,Thunderbolt,rock,dark,rock,467,141.4,103.4,108,76.3,grass,none,Bullet Seed,Dazzling Gleam,Solar Beam,ghost,ice,steel,421,122.9,115.2,129,53.0,0
normal,flying,Steel Wing,Brave Bird,Drill Peck,rock,dark,rock,85,144.4,99.1,108,58.5,fairy,steel,Fairy Wind,Play Rough,Bulldoze,ghost,ice,steel,959,107.3,136.3,143,88.3,0
poison,water,Poison Jab,Brine,Sludge Wave,rock,dark,rock,748,92.3,222.0,118,88.1,water,none,Bubble,Razor Shell,Water Pulse,ghost,ice,steel,98,148.1,110.4,92,58.2,0
electric,none,Thunder Fang,Psychic Fangs,Wild Charge,rock,dark,rock,310,142.5,91.3,120,73.0,fire,none,Ember,Flame Charge,Dig,ghost,ice,steel,156,127.1,109.1,127,67.7,0
fire,none,Ember,Fire Punch,Return,rock,dark,rock,5,127.1,109.1,127,70.9,grass,none,Quick Attack,Leaf Blade,Aerial Ace,ghost,ice,steel,253,137.4,101.7,117,73.4,0
bug,flying,Fury Cutter,Aerial Ace,Bug Buzz,rock,dark,rock,291,144.2,89.1,120,73.8,dark,flying,Air Slash,Brave Bird,Foul Play,ghost,ice,steel,629,100.8,129.4,157,75.8,0
ghost,flying,Hex,Icy Wind,Shadow Ball,rock,dark,rock,425,110.9,79.8,186,79.4,fire,none,Fire Spin,Flamethrower,Flame Charge,ghost,ice,steel,815,139.0,102.3,113,63.6,0
fairy,none,Charm,Thunderbolt,Draining Kiss,rock,dark,rock,682,105.0,107.6,168,76.5,dragon,none,Scratch,Dragon Claw,Aqua Tail,ghost,ice,steel,610,139.5,95.2,121,50.9,0
normal,none,Double Kick,Triple Axel,Focus Blast,rock,dark,rock,428,112.1,146.4,121,70.8,water,fighting,Wing Attack,Close Combat,Aqua Jet,ghost,ice,steel,914,137.9,97.1,121,72.4,0
ice,psychic,Confusion,Icy Wind,Psychic,rock,dark,rock,866,129.0,114.1,118,60.4,fighting,flying,Counter,Fly,Brave Bird,ghost,ice,steel,145,135.2,106.2,115,69.6,0
normal,none,Feint Attack,Night Slash,Power Gem,rock,dark,rock,53,118.9,115.9,136,61.3,water,dragon,Dragon Breath,Outrage,Octazooka,fighting,flying,flying,230,121.8,126.1,119,70.3,0
bug,rock,Smack Down,Rock Tomb,X-Scissor,rock,dark,rock,557,111.8,120.2,127,61.2,fairy,none,Charm,Thunderbolt,Draining Kiss,fighting,flying,flying,682,105.0,107.6,168,76.5,0
ghost,ground,Astonish,Scorching Sands,Shadow Ball,rock,dark,rock,770,116.6,120.4,136,75.6,fighting,poison,Poison Jab,Close Combat,Aerial Ace,fighting,flying,flying,215,135.5,110.7,110,73.5,0
ghost,dark,Sucker Punch,Rock Tomb,Shadow Ball,fighting,flying,flying,442,121.2,146.4,104,85.0,normal,psychic,Confusion,Psychic Fangs,Trailblaze,rock,dark,rock,203,129.1,102.7,129,75.1,1
electric,none,Acid,Discharge,Crunch,fighting,flying,flying,603,123.2,110.9,133,71.7,normal,flying,Steel Wing,Fly,Drill Run,rock,dark,rock,22,132.6,102.7,124,59.5,1
rock,ground,Mud Slap,Stone Edge,Rock Blast,fighting,flying,flying,76,125.2,121.7,117,74.4,electric,water,Thunder Shock,Thunderbolt,Hydro Pump,rock,dark,rock,479,129.2,143.2,93,64.3,1
bug,flying,Bug Bite,Bug Buzz,Signal Beam,fighting,flying,flying,12,126.7,111.9,124,59.2,normal,none,Tackle,Trailblaze,Horn Attack,rock,dark,rock,128,125.1,118.9,120,66.4,1
dragon,none,Scratch,Dragon Claw,Aqua Tail,rock,dark,rock,610,139.5,95.2,121,50.9,rock,ground,Bite,Ancient Power,Dig,fighting,flying,flying,247,121.1,112.7,136,55.5,0
electric,psychic,Thunder Shock,Wild Charge,Trailblaze,dark,rock,ground,26,136.2,111.7,108,81.2,rock,psychic,Psywave,Rock Slide,Moonblast,rock,dark,rock,337,119.8,108.8,143,74.8,1
fighting,ghost,Counter,Rage Fist,Close Combat,rock,dark,rock,979,123.9,106.3,137,86.8,dragon,ground,Dragon Tail,Sand Tomb,Outrage,dark,rock,ground,445,132.5,102.5,124,67.0,0
grass,none,Acid,Leaf Blade,Dazzling Gleam,rock,dark,rock,182,115.7,132.9,126,83.3,grass,ice,Powder Snow,Icy Wind,Energy Ball,dark,rock,ground,460,117.9,111.4,143,80.7,0
grass,ice,Powder Snow,Ice Beam,Energy Ball,dark,rock,ground,459,109.2,100.8,142,58.5,rock,none,Mud Slap,Superpower,Meteor Beam,rock,dark,rock,526,127.2,118.4,116,69.1,1
normal,none,Astonish,Aerial Ace,Return,rock,dark,rock,424,133.9,99.9,124,64.1,rock,bug,Fury Cutter,Rock Blast,Liquidation,dark,rock,ground,348,133.3,110.9,113,76.8,0
psychic,none,Confusion,Psyshock,Surf,rock,dark,rock,79,104.2,95.0,186,65.5,psychic,fairy,Fairy Wind,Body Slam,Wild Charge,dark,rock,ground,78,134.7,110.9,111,77.9,0
dark,poison,Poison Sting,Aqua Tail,Shadow Ball,dark,rock,ground,211,129.5,111.3,120,82.3,psychic,none,Counter,Return,Mirror Coat,rock,dark,rock,202,63.0,101.7,333,71.6,1
water,bug,Bug Bite,Water Pulse,Bubble Beam,rock,dark,rock,752,97.9,176.1,133,88.6,psychic,fairy,Psywave,Shadow Ball,Psychic,dark,rock,ground,122,132.2,145.7,88,66.6,0
normal,none,Astonish,Swift,Aerial Ace,psychic,ghost,psychic,190,126.1,105.2,134,73.6,grass,flying,Leafage,Brave Bird,Seed Bomb,rock,dark,rock,723,112.3,116.8,152,74.1,1
water,none,Mud Shot,Aqua Tail,Horn Attack,psychic,ghost,psychic,118,116.0,105.0,120,57.1,dragon,fighting,Dragon Tail,Clanging Scales,Dragon Claw,rock,dark,rock,784,123.7,138.4,105,83.0,1
flying,dark,Sucker Punch,Fly,Rock Tomb,rock,dark,rock,962,128.0,115.3,118,80.9,steel,none,Shadow Claw,Close Combat,Trailblaze,psychic,ghost,psychic,863,128.9,114.6,117,80.3,0
grass,none,Magical Leaf,Ancient Power,Energy Ball,rock,dark,rock,153,105.6,141.6,141,72.3,electric,none,Spark,Wild Charge,Crunch,psychic,ghost,psychic,404,134.1,91.1,137,65.8,0
rock,bug,Struggle Bug,Aqua Jet,Ancient Power,psychic,ghost,psychic,347,147.0,92.1,113,44.7,ice,fairy,Powder Snow,Weather Ball (Ice),Dazzling Gleam,rock,dark,rock,38,115.1,133.6,126,84.5,1
bug,poison,Poison Sting,X-Scissor,Megahorn,rock,dark,rock,545,132.6,121.1,105,74.5,rock,electric,Volt Switch,Stone Edge,Rock Blast,psychic,ghost,psychic,75,122.9,127.3,117,74.5,0
normal,none,Lick,Swift,Cross Chop,psychic,ghost,psychic,216,130.2,90.8,142,65.0,psychic,none,Confusion,Psyshock,Surf,rock,dark,rock,79,104.2,95.0,186,65.5,1
grass,fighting,Force Palm,Dynamic Punch,Grass Knot,psychic,ghost,psychic,286,150.6,97.3,101,66.4,bug,steel,Fury Cutter,X-Scissor,Techno Blast (Normal),rock,dark,rock,649,141.1,111.7,100,82.6,1
fire,none,Ember,Flame Charge,Stomp,psychic,ghost,psychic,77,134.8,109.4,113,71.1,rock,none,Smack Down,Stone Edge,Rock Blast,rock,dark,rock,524,114.3,105.0,135,55.0,1
rock,none,Sucker Punch,Stone Edge,Drill Run,psychic,ghost,psychic,745,144.6,92.0,117,63.5,water,steel,Metal Claw,Hydro Cannon,Drill Peck,rock,dark,rock,395,125.8,115.9,122,80.1,1
grass,poison,Vine Whip,Power Whip,Sludge Bomb,rock,dark,rock,1,111.8,105.9,120,58.7,water,psychic,Confusion,Aqua Tail,Psychic Fangs,psychic,ghost,psychic,779,137.3,100.4,118,74.4,0
grass,none,Bullet Seed,Weather Ball (Fire),Solar Beam,rock,dark,rock,421,122.9,115.2,129,66.4,normal,flying,Wing Attack,Sky Attack,Night Shade,psychic,water,psychic,164,105.3,120.2,167,76.8,0
fighting,none,Low Kick,Body Slam,Brick Break,psychic,water,psychic,538,110.3,107.8,170,52.4,steel,psychic,Fury Cutter,Psyshock,Return,rock,dark,rock,375,108.9,145.5,129,88.3,1
poison,psychic,Poison Jab,Scald,Brutal Swing,psychic,water,psychic,80,119.1,108.4,145,74.7,rock,ice,Powder Snow,Weather Ball (Ice),Thunderbolt,rock,dark,rock,698,114.3,104.2,164,80.0,1
normal,none,Zen Headbutt,Dazzling Gleam,Psychic,psychic,water,psychic,113,63.0,120.2,421,74.0,grass,poison,Acid,Seed Bomb,Sludge Bomb,rock,dark,rock,43,122.7,106.7,120,68.9,1
normal,flying,Steel Wing,Brave Bird,Drill Peck,psychic,water,psychic,85,144.4,99.1,108,58.5,electric,ghost,Astonish,Thunderbolt,Ominous Wind,rock,dark,rock,479,133.6,123.0,102,69.3,1
water,ice,Ice Shard,Icy Wind,Liquidation,psychic,water,psychic,91,119.7,166.0,94,68.5,psychic,none,Hidden Power (Psychic),Psyshock,Night Shade,rock,dark,rock,577,152.9,79.8,120,46.2,1
ground,none,Sand Attack,Weather Ball (Rock),Scorching Sands,psychic,water,psychic,450,116.2,116.8,141,84.2,normal,none,Lick,Body Slam,Power Whip,rock,dark,rock,108,98.3,126.9,183,86.8,1
dragon,none,Dragon Breath,Dragon Energy,Breaking Swipe,rock,dark,rock,895,121.9,62.7,241,87.6,electric,none,Volt Switch,Brutal Swing,Trailblaze,ground,rock,ground,181,127.4,106.8,129,77.8,0
ground,none,Sand Attack,Scorching Sands,Crunch,rock,dark,rock,328,148.7,78.1,120,61.6,steel,rock,Metal Sound,Rock Tomb,Body Slam,ground,rock,ground,305,114.5,142.8,120,84.9,0
normal,water,Rollout,Surf,Hyper Fang,rock,dark,rock,400,124.2,97.7,149,77.1,electric,none,Quick Attack,Thunderbolt,Grass Knot,ground,rock,ground,311,129.2,107.3,125,61.6,0
water,none,Water Gun,Water Pulse,Silver Wind,ground,rock,ground,457,109.5,137.2,136,70.9,normal,none,Bite,Stomp,Disarming Voice,rock,dark,rock,294,125.2,80.7,178,59.5,1
ghost,grass,Astonish,Grass Knot,Foul Play,ground,rock,ground,710,114.3,116.0,126,76.4,dark,none,Snarl,Dark Pulse,Last Resort,rock,dark,rock,197,90.2,177.0,155,82.0,1
fighting,poison,Shadow Claw,Close Combat,Aerial Ace,ground,rock,ground,903,146.0,95.3,110,78.5,rock,fairy,Rock Throw,Power Gem,Moonblast,rock,dark,rock,703,84.9,247.9,126,90.3,1
rock,psychic,Psywave,Rock Slide,Psychic,ground,rock,ground,338,119.8,108.8,143,74.2,psychic,none,Psycho Cut,Swift,Play Rough,rock,dark,rock,77,134.8,109.4,113,58.7,1
fighting,dark,Sucker Punch,Brick Break,Dynamic Punch,psychic,rock,psychic,892,136.6,97.8,121,82.4,ground,psychic,Mud Slap,Rock Tomb,Ice Beam,rock,dark,rock,344,102.7,173.3,121,88.4,1
grass,fighting,Magical Leaf,Aerial Ace,Aura Sphere,psychic,rock,psychic,724,129.6,106.9,124,65.2,fighting,dark,Karate Chop,Close Combat,Night Slash,rock,dark,rock,675,134.5,92.0,134,89.5,1
water,rock,Water Gun,Aqua Tail,Ancient Power,psychic,rock,psychic,369,105.2,137.5,147,80.8,ghost,grass,Hex,Shadow Ball,Seed Bomb,rock,dark,rock,711,115.8,128.8,130,82.0,1
dragon,flying,Dragon Breath,Sky Attack,Moonblast,rock,dark,rock,334,103.4,153.3,136,81.7,grass,dark,Leafage,Night Slash,Frenzy Plant,psychic,rock,psychic,908,141.6,95.0,118,72.1,0
water,rock,Water Gun,Liquidation,Ancient Power,rock,dark,rock,565,121.8,127.9,118,63.2,water,fighting,Wing Attack,Close Combat,Aqua Jet,psychic,rock,psychic,914,137.9,97.1,121,72.4,0
water,ghost,Hex,Surf,Shadow Ball,psychic,rock,psychic,593,106.7,124.3,157,92.8,poison,bug,Poison Sting,Aqua Tail,Cross Poison,rock,dark,rock,451,90.8,139.5,113,61.7,1
water,psychic,Confusion,Aqua Tail,Psychic Fangs,psychic,rock,psychic,779,137.3,100.4,118,74.4,psychic,fighting,Psycho Cut,Close Combat,Leaf Blade,rock,dark,rock,475,137.2,114.5,104,81.6,1
ice,ground,Powder Snow,Icicle Spear,High Horsepower,rock,dark,rock,473,136.2,87.4,137,76.7,normal,none,Charm,Aqua Tail,Thunderbolt,psychic,rock,psychic,573,135.5,95.9,127,62.5,0
dark,flying,Snarl,Brave Bird,Dark Pulse,rock,dark,rock,430,150.6,68.3,145,65.0,water,none,Water Gun,Aqua Jet,Ice Beam,psychic,rock,psychic,8,107.9,137.8,139,80.6,0
grass,none,Tackle,Body Slam,Seed Bomb,rock,dark,rock,387,112.6,105.0,135,52.3,electric,none,Thunder Shock,Wild Charge,Trailblaze,psychic,rock,psychic,26,133.6,110.6,113,85.7,0
normal,none,Rollout,Body Slam,Shadow Ball,psychic,rock,psychic,463,106.3,121.1,164,85.1,fighting,none,Counter,Brutal Swing,Brick Break,rock,dark,rock,766,129.9,100.5,132,76.3,1
water,none,Mud Shot,Aqua Tail,Horn Attack,rock,dark,rock,118,116.0,105.0,120,57.1,rock,ice,Powder Snow,Weather Ball (Ice),Meteor Beam,psychic,rock,psychic,699,114.1,105.7,163,87.9,0
ghost,none,Hex,Shadow Ball,Dark Pulse,rock,dark,rock,855,144.5,114.5,94,64.0,psychic,none,Charge Beam,Psyshock,Dazzling Gleam,psychic,rock,psychic,517,105.9,89.9,166,46.6,0
electric,none,Thunder Shock,Discharge,Last Resort,psychic,rock,psychic,135,138.6,113.0,103,68.8,psychic,none,Psycho Cut,Grass Knot,Moonblast,rock,dark,rock,488,93.2,158.3,163,81.0,1
fire,flying,Fire Spin,Sky Attack,Ancient Power,psychic,rock,psychic,146,136.3,102.6,117,68.6,water,none,Water Gun,Crabhammer,Ice Beam,rock,dark,rock,693,134.4,110.5,111,55.7,1
rock,none,Rock Throw,Rock Tomb,Rock Slide,psychic,rock,psychic,438,116.8,124.4,127,70.3,fairy,none,Fairy Wind,Moonblast,Swift,rock,dark,rock,36,117.2,111.5,146,86.9,1
water,dark,Waterfall,Crunch,Poison Fang,psychic,rock,psychic,319,166.6,64.8,124,64.7,water,none,Rollout,Scald,Body Slam,rock,dark,rock,320,117.4,68.3,239,81.1,1
bug,none,Fury Cutter,X-Scissor,Aerial Ace,bug,bug,flying,402,127.7,88.0,155,79.9,ghost,ground,Astonish,Scorching Sands,Shadow Ball,rock,dark,rock,769,113.4,111.8,135,69.4,1
fighting,fire,Double Kick,Flame Charge,Trailblaze,bug,bug,flying,128,127.8,123.1,111,72.9,normal,grass,Tackle,Wild Charge,Trailblaze,rock,dark,rock,585,109.2,96.6,142,55.7,1
ice,ghost,Hex,Avalanche,Shadow Ball,rock,dark,rock,478,122.6,115.6,128,85.3,psychic,none,Psycho Cut,Swift,Play Rough,bug,bug,flying,77,134.8,109.4,113,58.7,0
water,steel,Metal Claw,Hydro Cannon,Drill Peck,bug,bug,flying,395,125.8,115.9,122,80.1,water,none,Rollout,Hydro Cannon,Skull Bash,rock,dark,rock,9,111.5,140.7,127,87.0,1
water,none,Water Gun,Crabhammer,Ice Beam,bug,bug,flying,693,134.4,110.5,111,55.7,fire,none,Incinerate,Crunch,Flamethrower,rock,dark,rock,909,106.7,93.3,152,64.5,1
poison,none,Acid,Dark Pulse,Sludge Wave,bug,bug,flying,24,123.7,120.1,121,69.6,ghost,flying,Hex,Icy Wind,Shadow Ball,rock,dark,rock,425,110.9,79.8,186,79.4,1
ghost,grass,Astonish,Grass Knot,Foul Play,rock,dark,rock,710,114.3,116.0,126,76.4,fire,flying,Incinerate,Brave Bird,Earthquake,bug,bug,flying,250,123.6,128.2,114,73.5,0
fighting,flying,Poison Jab,Flying Press,Aerial Ace,bug,bug,flying,701,128.9,108.8,124,78.9,rock,none,Mud Slap,Superpower,Meteor Beam,rock,dark,rock,526,127.2,118.4,116,69.1,1
water,ground,Mud Shot,Mud Bomb,Surf,rock,dark,rock,259,120.3,108.9,142,82.1,fighting,none,Low Kick,High Jump Kick,Brick Break,bug,bug,flying,619,143.6,93.8,116,36.3,0
rock,fairy,Rock Throw,Power Gem,Rock Slide,rock,dark,rock,719,119.2,175.2,89,67.4,water,none,Bubble,Surf,Aerial Ace,fighting,fighting,fighting,657,135.4,99.2,123,67.5,0
grass,poison,Acid,Sludge Bomb,Moonblast,rock,dark,rock,44,122.6,114.9,130,70.7,steel,poison,Metal Sound,Overheat,Gyro Ball,fighting,fighting,fighting,966,135.7,106.6,114,63.4,0
grass,flying,Leafage,Brave Bird,Seed Bomb,rock,dark,rock,723,112.3,116.8,152,74.1,fighting,none,Karate Chop,Rage Fist,Close Combat,fighting,fighting,fighting,57,140.2,99.2,115,89.6,0
fighting,none,Double Kick,Close Combat,Trailblaze,fighting,fighting,fighting,128,127.8,123.1,111,76.1,fire,rock,Incinerate,Rock Tomb,Overheat,rock,dark,rock,219,110.2,157.9,116,83.4,1
rock,electric,Volt Switch,Rock Tomb,Rock Slide,rock,dark,rock,74,123.5,123.5,113,69.2,bug,flying,Fury Cutter,Aerial Ace,Bug Buzz,fighting,fighting,fighting,291,144.2,89.1,120,73.8,0
normal,none,Mud Slap,Stomp,Crunch,fighting,fighting,fighting,115,115.9,112.8,148,77.3,ice,psychic,Confusion,Ice Punch,Triple Axel,rock,dark,rock,122,131.2,127.7,102,57.9,1
water,ground,Mud Shot,Mud Bomb,Scald,rock,dark,rock,340,107.6,107.6,178,86.4,grass,none,Tackle,Body Slam,Seed Bomb,fighting,fighting,fighting,387,112.6,105.0,135,52.3,0
psychic,none,Shadow Claw,Wild Charge,Psyshock,fighting,fighting,fighting,151,120.5,119.4,129,83.1,flying,none,Sand Attack,Sky Attack,Payback,rock,dark,rock,822,119.1,104.1,152,70.0,1
bug,none,Fury Cutter,Close Combat,X-Scissor,rock,dark,rock,127,141.3,111.5,101,76.9,dark,ice,Snarl,Avalanche,Foul Play,fighting,fighting,fighting,461,143.1,103.4,106,65.8,0
ground,flying,Mud Shot,Earth Power,Rock Slide,rock,dark,rock,645,139.9,100.5,114,70.2,water,none,Mud Shot,Weather Ball (Water),Earthquake,fighting,fighting,fighting,186,114.7,121.7,140,77.6,0
fighting,none,Bubble,Crabhammer,Power-Up Punch,rock,dark,rock,739,135.7,99.1,122,59.6,fire,none,Karate Chop,Fire Punch,Brick Break,fighting,fighting,fighting,240,139.5,95.8,120,72.9,0
normal,none,Quick Attack,Swift,Fire Punch,rock,dark,rock,427,121.8,100.8,135,69.0,normal,none,Tackle,Body Slam,Bulldoze,fighting,fighting,fighting,446,104.0,95.2,218,76.9,0
bug,poison,Confusion,Sludge Bomb,Silver Wind,fighting,fighting,fighting,269,95.0,148.7,142,64.5,normal,grass,Feint Attack,Wild Charge,Trailblaze,rock,dark,rock,586,130.1,103.1,128,57.1,1
rock,none,Counter,Stone Edge,Psychic Fangs,fighting,fighting,fighting,745,134.3,101.0,123,63.6,ice,none,Powder Snow,Ice Punch,Liquidation,rock,dark,rock,614,134.9,94.6,129,69.6,1
normal,none,Rollout,Drill Run,Rock Slide,fighting,fighting,fighting,206,104.8,111.0,183,85.5,rock,none,Rock Throw,Rock Slide,Rock Blast,rock,dark,rock,299,81.5,193.3,98,56.3,1
dragon,none,Dragon Tail,Dragon Claw,Night Slash,rock,dark,rock,621,131.4,110.5,117,76.5,electric,dark,Thunder Shock,Aura Wheel,Psychic Fangs,fighting,fighting,fighting,877,141.7,97.8,114,90.1,0
normal,flying,Peck,Drill Peck,Rock Blast,rock,dark,rock,732,134.9,95.2,129,55.3,dragon,none,Dragon Tail,Dragon Claw,Night Slash,fighting,fighting,fighting,621,131.4,110.5,117,76.5,0
water,dark,Water Shuriken,Hydro Cannon,Night Slash,rock,dark,rock,658,139.6,101.6,113,86.3,water,none,Rollout,Surf,Return,fighting,fighting,fighting,321,119.6,66.8,235,80.8,0
steel,ghost,Hex,Shadow Ball,Power Gem,rock,dark,rock,1000,135.7,106.2,114,75.0,psychic,none,Psycho Cut,Shadow Ball,Dazzling Gleam,fighting,fighting,fighting,64,163.7,90.1,92,39.6,0
water,fighting,Counter,Scald,Icy Wind,rock,dark,rock,62,116.5,119.7,138,79.8,fire,psychic,Fire Spin,Blast Burn,Mystical Fire,fighting,fighting,fighting,655,132.6,115.6,109,67.0,0
bug,flying,Quick Attack,Aerial Ace,Silver Wind,rock,dark,rock,193,131.6,87.4,148,63.6,poison,none,Poison Sting,Poison Fang,Thunderbolt,fighting,fighting,fighting,30,110.9,113.4,157,81.1,0
rock,ground,Rock Throw,Rock Tomb,Rock Slide,rock,dark,rock,74,123.5,123.5,113,66.0,rock,ground,Rock Throw,Breaking Swipe,Stone Edge,fighting,fighting,fighting,95,84.0,207.6,105,64.8,0
fire,rock,Incinerate,Rock Tomb,Overheat,rock,dark,rock,219,110.2,157.9,116,83.4,psychic,none,Confusion,Swift,Future Sight,fighting,fighting,fighting,481,124.1,125.8,116,62.3,0
psychic,flying,Confusion,Fly,Psychic Fangs,fighting,fighting,fighting,528,126.9,100.9,138,73.1,ghost,grass,Shadow Claw,Power Whip,Wrap,rock,dark,rock,781,139.8,109.3,105,75.2,1
psychic,none,Confusion,Psyshock,Energy Ball,fighting,fighting,fighting,677,113.4,108.4,145,63.5,ghost,none,Astonish,Dynamic Punch,Shadow Punch,rock,dark,rock,477,119.8,172.9,90,91.1,1
electric,none,Thunder Shock,Ice Punch,Wild Charge,fighting,fighting,fighting,466,144.0,98.0,110,82.9,fighting,none,Tackle,Body Slam,Crunch,rock,dark,rock,674,123.3,100.2,147,57.9,1
dragon,none,Dragon Breath,Aqua Tail,Thunder Punch,rock,dark,rock,706,119.7,136.8,114,85.5,grass,ground,Razor Leaf,Frenzy Plant,Stone Edge,fighting,fighting,fighting,389,120.5,117.6,131,66.8,0
fire,none,Incinerate,Flame Charge,Wild Charge,rock,dark,rock,78,134.7,110.9,111,77.9,fighting,none,Low Kick,Rock Tomb,Brick Break,fighting,fighting,fighting,532,125.2,85.7,164,48.2,0
ghost,none,Shadow Claw,Shadow Ball,Dark Pulse,rock,dark,rock,563,112.2,168.3,106,81.4,ghost,flying,Air Slash,Air Cutter,Aerial Ace,fighting,fighting,fighting,741,130.9,101.4,128,66.4,0
dragon,ice,Ice Fang,Avalanche,Dragon Claw,fighting,fighting,fighting,996,125.2,84.9,149,72.2,normal,flying,Quick Attack,Brave Bird,Fly,rock,dark,rock,397,131.9,91.6,135,76.5,1
grass,none,Vine Whip,Frenzy Plant,Earthquake,rock,dark,rock,154,111.5,138.4,130,82.1,ghost,fire,Ember,Energy Ball,Flame Burst,fighting,fighting,fighting,608,133.3,97.1,130,60.7,0
fighting,none,Fury Cutter,Leaf Blade,Close Combat,fighting,fighting,fighting,865,145.9,107.4,98,83.1,dark,normal,Snarl,Body Slam,Dig,rock,dark,rock,264,114.6,112.2,152,68.9,1
ground,ghost,Mud Slap,Shadow Punch,Brick Break,rock,dark,rock,622,119.3,89.9,141,78.8,water,none,Dragon Tail,Surf,Wrap,fighting,fighting,fighting,350,113.2,132.2,132,72.9,0
water,none,Rollout,Surf,Return,fighting,fighting,fighting,321,119.6,66.8,235,80.8,normal,none,Tackle,Body Slam,Bulldoze,rock,dark,rock,446,104.0,95.2,218,76.9,1
fire,none,Karate Chop,Fire Punch,Thunderbolt,rock,dark,rock,467,141.4,103.4,108,76.3,fire,none,Karate Chop,Fire Punch,Brick Break,rock,water,normal,240,139.5,95.8,120,72.9,0
steel,fairy,Astonish,Foul Play,Play Rough,rock,dark,rock,707,119.0,134.2,118,83.7,ghost,flying,Hex,Icy Wind,Shadow Ball,rock,water,normal,425,110.9,79.8,186,79.4,0
rock,none,Lock On,Stone Edge,Focus Blast,rock,water,normal,377,103.7,180.2,115,84.8,normal,none,Zen Headbutt,Dazzling Gleam,Psychic,rock,dark,rock,113,63.0,120.2,421,74.0,1
normal,none,Quick Attack,Discharge,Hyper Beam,rock,water,normal,137,120.8,114.7,134,67.1,ice,none,Lock On,Blizzard,Thunder,rock,dark,rock,378,103.7,180.2,115,78.7,1
water,flying,Air Slash,Fly,Ice Beam,rock,water,normal,581,129.3,99.7,134,66.9,ice,none,Powder Snow,Avalanche,Body Slam,rock,dark,rock,974,112.6,79.8,213,81.3,1
ghost,none,Hex,Shadow Ball,Dark Pulse,rock,dark,rock,855,144.5,114.5,94,64.0,bug,flying,Bug Bite,Bug Buzz,Signal Beam,rock,water,normal,12,126.7,111.9,124,59.2,0
water,fighting,Wing Attack,Close Combat,Aqua Jet,rock,water,normal,914,137.9,97.1,121,72.4,fighting,none,Poison Jab,Body Slam,Brick Break,rock,dark,rock,539,141.0,99.8,113,63.5,1
bug,rock,Fury Cutter,X-Scissor,Stone Edge,rock,dark,rock,900,144.2,105.1,102,77.1,water,fairy,Bubble,Ice Beam,Play Rough,flying,fighting,water,184,93.7,134.1,190,88.9,0
normal,none,Quick Attack,Hyper Fang,Dig,flying,fighting,water,20,125.9,115.3,122,63.2,ice,psychic,Confusion,Icy Wind,Psychic,rock,dark,rock,866,129.0,114.1,118,60.4,1
fire,dragon,Incinerate,Dragon Pulse,Overheat,flying,fighting,water,776,114.2,153.0,112,78.9,water,fairy,Charm,Disarming Voice,Hydro Cannon,rock,dark,rock,730,131.9,116.8,110,75.9,1
water,none,Water Gun,Ice Punch,Crunch,rock,dark,rock,159,118.8,118.8,134,70.8,dark,fire,Ember,Crunch,Flamethrower,flying,fighting,water,228,140.3,82.3,120,63.5,0
water,none,Bubble,Drill Peck,Icy Wind,flying,fighting,water,393,106.7,98.3,131,56.6,water,none,Water Gun,Cross Chop,Liquidation,rock,dark,rock,55,125.5,112.2,127,73.0,1
grass,poison,Poison Jab,Sludge Bomb,Petal Blizzard,flying,fighting,water,315,139.6,107.3,107,54.8,dragon,none,Dragon Tail,Breaking Swipe,Surf,rock,dark,rock,612,151.1,95.7,102,73.8,1
psychic,none,Astonish,Psyshock,Shadow Ball,flying,fighting,water,358,120.2,120.2,129,74.1,grass,dark,Sucker Punch,Trailblaze,Dynamic Punch,rock,dark,rock,332,148.9,83.5,121,72.9,1
bug,ground,Bug Bite,Bug Buzz,Bulldoze,rock,dark,rock,413,109.9,146.8,126,72.8,steel,rock,Metal Sound,Rock Tomb,Body Slam,flying,fighting,water,305,114.5,142.8,120,84.9,0
dark,flying,Sucker Punch,Fly,Brave Bird,rock,dark,rock,146,115.1,137.5,122,88.6,water,fairy,Bubble,Ice Beam,Play Rough,flying,fighting,water,184,93.7,134.1,190,88.9,0
poison,flying,Air Slash,Poison Fang,Shadow Ball,flying,fighting,water,169,121.8,115.7,130,68.9,normal,water,Rollout,Surf,Hyper Fang,rock,dark,rock,400,124.2,97.7,149,77.1,1
